ban1_1,ban1_2,ban1_3,ban1_4,ban1_5,ban2_1,ban2_2,ban2_3,ban2_4,ban2_5,date,enemy,patch,pick1_ad,pick1_jungle,pick1_mid,pick1_support,pick1_top,pick2_ad,pick2_jungle,pick2_mid,pick2_support,pick2_top,player_ad,player_jungle,player_mid,player_support,player_top,result,side,tournament,tournament_type
Vi,Nasus,Smolder,Poppy,Ivern,Azir,Jhin,Tristana,Bard,Rakan,2024-09-12,Dplus KIA,14.16,Miss Fortune,Sejuani,Yone,Alistar,Rumble,Ziggs,Maokai,Corki,Blitzcrank,K'Sante,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2024 Regional Finals,Domestic
Vi,Smolder,Rumble,Gangplank,Leona,Azir,Sejuani,Jhin,Miss Fortune,Ashe,2024-09-12,Dplus KIA,14.16,Sivir,Maokai,Corki,Alistar,Jax,Ziggs,Ivern,Tristana,Nautilus,K'Sante,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Red,LCK 2024 Regional Finals,Domestic
Vi,Smolder,Nasus,K'Sante,Jax,Azir,Jhin,Tristana,Sejuani,Skarner,2024-09-12,Dplus KIA,14.16,Miss Fortune,Nocturne,Yone,Bard,Rumble,Ziggs,Maokai,Corki,Leona,Camille,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2024 Regional Finals,Domestic
Maokai,Vi,Jax,Renekton,K'Sante,Azir,Lillia,Rumble,Camille,Alistar,2024-09-07,Hanwha Life Esports,14.16,Ziggs,Nidalee,Tristana,Leona,Corki,Jhin,Sejuani,Smolder,Poppy,Nasus,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Blue,LCK 2024 Summer Playoffs,Domestic
Rumble,Maokai,Vi,Jax,Bard,Azir,Lillia,Tristana,Camille,Leona,2024-09-07,Hanwha Life Esports,14.16,Ziggs,Sejuani,Corki,Alistar,Zeri,Jhin,Poppy,Smolder,Rakan,Renekton,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Red,LCK 2024 Summer Playoffs,Domestic
Maokai,Vi,Jax,Jhin,Taliyah,Azir,Rumble,Lillia,Poppy,Leona,2024-09-07,Hanwha Life Esports,14.16,Ziggs,Nidalee,Tristana,Alistar,Camille,Smolder,Sejuani,Yone,Rell,K'Sante,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2024 Summer Playoffs,Domestic
Rumble,Maokai,Vi,Rell,Alistar,Azir,Lillia,Tristana,Camille,Corki,2024-09-07,Hanwha Life Esports,14.16,Ziggs,Sejuani,Caitlyn,Leona,Gnar,Jhin,Poppy,Smolder,Bard,Jax,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Red,LCK 2024 Summer Playoffs,Domestic
Vi,Smolder,Nasus,Gangplank,LeBlanc,Rumble,Lillia,Ziggs,Camille,Leona,2024-09-01,Dplus KIA,14.16,Jhin,Sejuani,Azir,Alistar,Gnar,Miss Fortune,Maokai,Yone,Rell,Corki,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2024 Summer Playoffs,Domestic
Rumble,Smolder,Vi,Lee Sin,Nocturne,Azir,Nasus,Lillia,Camille,Vayne,2024-09-01,Dplus KIA,14.16,Ziggs,Sejuani,Corki,Leona,Yone,Jhin,Maokai,LeBlanc,Rell,Aatrox,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,LCK 2024 Summer Playoffs,Domestic
LeBlanc,Smolder,Vi,Leona,Renekton,Rumble,Lillia,Jhin,Kennen,None,2024-09-01,Dplus KIA,14.16,Ziggs,Sejuani,Corki,Alistar,Camille,Ezreal,Maokai,Nasus,Nautilus,Gangplank,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2024 Summer Playoffs,Domestic
Rumble,LeBlanc,Smolder,Gangplank,Zeri,Azir,Nasus,Lillia,Jhin,Miss Fortune,2024-09-01,Dplus KIA,14.16,Nilah,Maokai,Corki,Zilean,K'Sante,Ziggs,Vi,Taliyah,Leona,Gnar,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Red,LCK 2024 Summer Playoffs,Domestic
Maokai,Ivern,Tristana,Leona,Kennen,Azir,Rumble,Lillia,Poppy,Olaf,2024-08-29,Hanwha Life Esports,14.16,Ziggs,Sejuani,Smolder,Alistar,Camille,Kai'Sa,Vi,Yone,Rell,Jax,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Blue,LCK 2024 Summer Playoffs,Domestic
Maokai,Ivern,Zyra,Rell,Jax,Azir,Rumble,Lillia,Senna,Kennen,2024-08-29,Hanwha Life Esports,14.16,Seraphine,Vi,Nasus,Shen,Olaf,Ziggs,Sejuani,Smolder,Leona,Renekton,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Blue,LCK 2024 Summer Playoffs,Domestic
Maokai,Rumble,Ivern,Rell,K'Sante,Azir,Nasus,Lillia,Poppy,Olaf,2024-08-29,Hanwha Life Esports,14.16,Ashe,Lee Sin,LeBlanc,Braum,Kennen,Ziggs,Vi,Yone,Rakan,Vladimir,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Red,LCK 2024 Summer Playoffs,Domestic
Maokai,Ivern,Rumble,Leona,Ziggs,Nasus,Ashe,Azir,Kalista,Rell,2024-08-24,KT Rolster,14.16,Caitlyn,Sejuani,Smolder,Lux,Vayne,Ezreal,Lillia,Corki,Karma,Renekton,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,LCK 2024 Summer Playoffs,Domestic
Maokai,Ivern,Vi,Kalista,Ziggs,Ashe,Rumble,Nasus,Senna,Caitlyn,2024-08-24,KT Rolster,14.16,Varus,Lillia,Azir,Rell,Olaf,Miss Fortune,Sejuani,Smolder,Alistar,Renekton,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2024 Summer Playoffs,Domestic
Maokai,Ivern,Rumble,Caitlyn,Taliyah,Nasus,Azir,Ashe,Ornn,Olaf,2024-08-24,KT Rolster,14.16,Senna,Lillia,Yasuo,Lee Sin,Aatrox,Ziggs,Sejuani,Smolder,Rell,Renekton,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Red,LCK 2024 Summer Playoffs,Domestic
Maokai,Ivern,Vi,Taliyah,Caitlyn,Rumble,Ashe,Nasus,Kennen,K'Sante,2024-08-24,KT Rolster,14.16,Nilah,Lillia,Azir,Senna,Olaf,Miss Fortune,Sejuani,Smolder,Seraphine,Renekton,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2024 Summer Playoffs,Domestic
Maokai,Vi,Zyra,Leona,Yone,Kalista,Azir,LeBlanc,Braum,Rell,2024-08-17,BNK FEARX,14.15,Ashe,Lillia,Corki,Bard,Camille,Jhin,Sejuani,Zeri,Rakan,Rumble,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,LCK 2024 Summer,Domestic
Maokai,Yone,Vi,Leona,Alistar,Rumble,Kalista,Nidalee,Braum,Gnar,2024-08-17,BNK FEARX,14.15,Ashe,Viego,Azir,Rell,Kennen,Miss Fortune,Zyra,Corki,Nautilus,Renekton,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2024 Summer,Domestic
Maokai,Rumble,K'Sante,Renekton,Leona,Kalista,Ashe,Vi,Varus,Senna,2024-08-14,Kwangdong Freecs,14.15,Caitlyn,Viego,Azir,Braum,Aurora,Ezreal,Nidalee,Tristana,Nautilus,Gnar,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,LCK 2024 Summer,Domestic
Tristana,Maokai,Yone,Ezreal,Zeri,Ashe,Lillia,Kalista,Senna,Caitlyn,2024-08-14,Kwangdong Freecs,14.15,Varus,Vi,Azir,Nautilus,Rumble,Miss Fortune,Nidalee,Aurora,Rell,K'Sante,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2024 Summer,Domestic
Tristana,Maokai,Rumble,K'Sante,Braum,Kalista,Lillia,Ashe,Kennen,Jayce,2024-08-14,Kwangdong Freecs,14.15,Miss Fortune,Sejuani,Yone,Rell,Gnar,Ezreal,Nidalee,Aurora,Leona,Renekton,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Red,LCK 2024 Summer,Domestic
Renekton,Maokai,Ashe,LeBlanc,Kennen,Aurora,Rumble,Lillia,K'Sante,Gnar,2024-08-11,OKSavingsBank BRION,14.15,Miss Fortune,Sejuani,Yone,Rell,Jayce,Ezreal,Poppy,Corki,Braum,Jax,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,LCK 2024 Summer,Domestic
Renekton,Maokai,Leona,LeBlanc,Braum,Ashe,Rumble,Aurora,K'Sante,Jayce,2024-08-11,OKSavingsBank BRION,14.15,Miss Fortune,Lillia,Yone,Rell,Sylas,Ezreal,Sejuani,Corki,Rakan,Kennen,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,LCK 2024 Summer,Domestic
Maokai,Sejuani,Rumble,Lulu,Senna,Ashe,Azir,Aurora,Caitlyn,Kalista,2024-08-09,Nongshim RedForce,14.15,Xayah,Vi,Corki,Alistar,Kennen,Ezreal,Lillia,Yone,Rakan,K'Sante,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Blue,LCK 2024 Summer,Domestic
Maokai,Sejuani,Renekton,Alistar,Rakan,Ashe,Azir,Vi,Diana,Ornn,2024-08-09,Nongshim RedForce,14.15,Yasuo,Wukong,Aurora,Senna,Kennen,Kai'Sa,Viego,Yone,Rell,Rumble,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Blue,LCK 2024 Summer,Domestic
Ezreal,Maokai,Lucian,Leona,Senna,Ashe,Rumble,Kalista,Caitlyn,Ziggs,2024-08-03,Gen.G,14.14,Xayah,Vi,Azir,Nautilus,Kennen,Zeri,Nidalee,Corki,Alistar,K'Sante,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Blue,LCK 2024 Summer,Domestic
Ezreal,Maokai,Lucian,Miss Fortune,Leona,Ashe,Rumble,Vi,Vayne,Gnar,2024-08-03,Gen.G,14.14,Kalista,Lillia,Corki,Nautilus,Mordekaiser,Senna,Nidalee,Zeri,Ornn,K'Sante,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Blue,LCK 2024 Summer,Domestic
Rumble,Ezreal,LeBlanc,Renekton,Taliyah,Azir,Kalista,Corki,Kennen,Orianna,2024-07-31,Dplus KIA,14.14,Jhin,Vi,Ahri,Karma,Camille,Ashe,Sejuani,Sylas,Renata Glasc,Gnar,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,LCK 2024 Summer,Domestic
Ezreal,LeBlanc,Taliyah,Caitlyn,Miss Fortune,Ashe,Rumble,Azir,K'Sante,Poppy,2024-07-31,Dplus KIA,14.14,Kalista,Viego,Corki,Renata Glasc,Jax,Zeri,Vi,Twisted Fate,Lulu,Renekton,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2024 Summer,Domestic
Ezreal,Vi,LeBlanc,Zeri,Kalista,Ashe,Azir,Rumble,Caitlyn,Senna,2024-07-31,Dplus KIA,14.14,Jhin,Poppy,Corki,Leona,Kennen,Miss Fortune,Maokai,Taliyah,Braum,Renekton,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Blue,LCK 2024 Summer,Domestic
Rumble,Ezreal,Neeko,Viego,Renekton,Caitlyn,Ashe,Corki,Rakan,Senna,2024-07-28,DRX,14.14,Draven,Vi,Azir,Soraka,Kennen,Kalista,Xin Zhao,Aurelion Sol,Renata Glasc,K'Sante,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,LCK 2024 Summer,Domestic
Sejuani,Ezreal,Rumble,Yone,Taliyah,Caitlyn,Ashe,Corki,Kennen,Jayce,2024-07-28,DRX,14.14,Senna,Vi,Azir,Ornn,Poppy,Kalista,Viego,Aurelion Sol,Neeko,Renekton,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,LCK 2024 Summer,Domestic
Ezreal,Lucian,Renekton,Leona,Kalista,Ashe,Rumble,Azir,Senna,Miss Fortune,2024-07-26,KT Rolster,14.14,Caitlyn,Nidalee,Corki,Lux,K'Sante,Zeri,Ivern,Jayce,Nautilus,Mordekaiser,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2024 Summer,Domestic
Ezreal,Corki,Rumble,Ziggs,Zeri,Ashe,Azir,Kennen,Kalista,Miss Fortune,2024-07-26,KT Rolster,14.14,Senna,Lee Sin,Taliyah,Sejuani,Jayce,Seraphine,Ivern,Lucian,Leona,Renekton,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Red,LCK 2024 Summer,Domestic
Ezreal,Corki,Rumble,Senna,Leona,Ashe,Jayce,Sejuani,Kalista,Alistar,2024-07-26,KT Rolster,14.14,Miss Fortune,Poppy,Azir,Rell,Kennen,Xayah,Vi,Taliyah,Rakan,Renekton,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,LCK 2024 Summer,Domestic
Maokai,Ezreal,Tristana,Zeri,Kai'Sa,Rumble,Ashe,Sejuani,Kalista,Leona,2024-07-20,Hanwha Life Esports,14.13,Jhin,Nidalee,Lucian,Braum,Gnar,Miss Fortune,Zyra,Corki,Alistar,Renekton,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Blue,LCK 2024 Summer,Domestic
Maokai,Ezreal,Tristana,Gnar,Rakan,Rumble,Sejuani,Ashe,Kalista,Xayah,2024-07-20,Hanwha Life Esports,14.13,Kai'Sa,Nidalee,Corki,Leona,Renekton,Zeri,Vi,Taliyah,Alistar,Jax,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Blue,LCK 2024 Summer,Domestic
Rumble,Renekton,Ashe,Kai'Sa,Miss Fortune,Nidalee,Sejuani,Kalista,Jayce,Braum,2024-07-18,BNK FEARX,14.13,Ezreal,Ivern,Tristana,Seraphine,K'Sante,Senna,Zyra,Corki,Ornn,Gnar,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Red,LCK 2024 Summer,Domestic
Vi,Renekton,Ashe,Yasuo,Corki,Rumble,Nidalee,Sejuani,Gnar,Jayce,2024-07-18,BNK FEARX,14.13,Ezreal,Ivern,Tristana,Braum,Yone,Ziggs,Zyra,Lucian,Leona,Aatrox,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2024 Summer,Domestic
Rumble,Renekton,Vi,Braum,K'Sante,Nidalee,Sejuani,Kalista,Gnar,Karma,2024-07-18,BNK FEARX,14.13,Ezreal,Ivern,Tristana,Leona,Jayce,Ashe,Zyra,Corki,Alistar,Aatrox,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Red,LCK 2024 Summer,Domestic
Maokai,Rumble,Ivern,Braum,Renekton,Azir,Ashe,Corki,Leona,Alistar,2024-07-12,Hanwha Life Esports,14.13,Kai'Sa,Poppy,Tristana,Rakan,Kennen,Ezreal,Sejuani,Yone,Bard,Jax,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Red,LCK 2024 Summer,Domestic
Maokai,Ivern,Vi,Alistar,Leona,Rumble,Gnar,Ashe,Ziggs,Zeri,2024-07-12,Hanwha Life Esports,14.13,Caitlyn,Sejuani,Corki,Braum,Renekton,Ezreal,Poppy,Azir,Rakan,Quinn,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2024 Summer,Domestic
Maokai,Ivern,Vi,Rakan,Leona,Azir,Ashe,Nidalee,Kalista,Senna,2024-07-12,Hanwha Life Esports,14.13,Zeri,Sejuani,Tristana,Lulu,Gnar,Ezreal,Poppy,Corki,Alistar,Rumble,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Red,LCK 2024 Summer,Domestic
Renekton,Senna,Azir,Miss Fortune,Ziggs,Rumble,Ashe,Vi,Kalista,Caitlyn,2024-07-10,OKSavingsBank BRION,14.13,Xayah,Sejuani,Taliyah,Rakan,Gnar,Jhin,Maokai,Tristana,Leona,Jax,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2024 Summer,Domestic
Senna,Rumble,Poppy,Leona,Zeri,Vi,Ashe,Nidalee,Gnar,Zyra,2024-07-10,OKSavingsBank BRION,14.13,Kalista,Brand,Tristana,Renata Glasc,K'Sante,Miss Fortune,Sejuani,Azir,Rell,Renekton,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Red,LCK 2024 Summer,Domestic
Renekton,Senna,Jax,Leona,Mordekaiser,Rumble,Sejuani,Ashe,Kalista,Kai'Sa,2024-07-10,OKSavingsBank BRION,14.13,Caitlyn,Nidalee,Tristana,Braum,K'Sante,Ezreal,Zyra,Corki,Rell,Poppy,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2024 Summer,Domestic
Senna,Tristana,Yone,Kennen,Zyra,Azir,Taliyah,Renata Glasc,Ashe,Braum,2024-07-07,Top Esports,14.13,Xayah,Sejuani,Yasuo,Rakan,Rumble,Ezreal,Ivern,Corki,Leona,K'Sante,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,Esports World Cup 2024,International
Senna,Tristana,Rumble,Ziggs,Leona,Sejuani,Vi,Gnar,Kalista,Braum,2024-07-07,Top Esports,14.13,Ashe,Nidalee,Azir,Renata Glasc,K'Sante,Draven,Zyra,Corki,Nautilus,Renekton,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,Esports World Cup 2024,International
Senna,Ashe,Tristana,Kai'Sa,Leona,Taliyah,Sejuani,Corki,Zeri,Nautilus,2024-07-07,Top Esports,14.13,Kalista,Vi,Ahri,Renata Glasc,Rumble,Ezreal,Maokai,Yone,Braum,K'Sante,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,Esports World Cup 2024,International
Senna,Rumble,Leona,Kalista,Nidalee,Taliyah,Sejuani,Azir,Ezreal,Jhin,2024-07-07,Top Esports,14.13,Zeri,Zyra,Corki,Bard,K'Sante,Ashe,Ivern,Tristana,Braum,Renekton,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Red,Esports World Cup 2024,International
Rumble,Sejuani,Ziggs,Mordekaiser,Leona,Senna,LeBlanc,Corki,Nautilus,Gnar,2024-07-06,Team Liquid,14.13,Sivir,Vi,Taliyah,Ashe,K'Sante,Zeri,Maokai,Tristana,Rakan,Udyr,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,Esports World Cup 2024,International
Maokai,Ivern,Jax,Mordekaiser,Renekton,Senna,Ashe,Rumble,Gnar,Twisted Fate,2024-07-06,Team Liquid,14.13,Caitlyn,Sejuani,Tristana,Braum,Zeri,Ezreal,Brand,Corki,Leona,K'Sante,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,Esports World Cup 2024,International
Rumble,Tristana,Corki,Renekton,K'Sante,Zyra,Senna,LeBlanc,Gnar,Bard,2024-07-06,Team Liquid,14.13,Ezreal,Maokai,Azir,Leona,Jayce,Zeri,Sejuani,Ziggs,Rakan,Jax,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Red,Esports World Cup 2024,International
Rumble,Senna,Camille,Nautilus,Blitzcrank,Azir,Kalista,Sejuani,Leona,K'Sante,2024-07-04,Bilibili Gaming,14.13,Jhin,Zyra,Tristana,Bard,Gnar,Ashe,Nidalee,Corki,Rakan,Jax,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,Esports World Cup 2024,International
Zyra,Ashe,Kalista,Zeri,Twisted Fate,Azir,Sejuani,Rumble,Ornn,Tahm Kench,2024-07-04,Bilibili Gaming,14.13,Senna,Nidalee,Tristana,Maokai,Aatrox,Ziggs,Brand,Corki,Nautilus,Camille,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Blue,Esports World Cup 2024,International
Senna,Rumble,Camille,Alistar,Renekton,Azir,Kalista,Nidalee,Rakan,Lulu,2024-07-04,Bilibili Gaming,14.13,Kai'Sa,Sejuani,Corki,Leona,Zeri,Ezreal,Zyra,Tristana,Nautilus,K'Sante,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,Esports World Cup 2024,International
Senna,Ashe,Rumble,Jinx,Leona,Corki,Kalista,Sejuani,Nidalee,Lulu,2024-06-29,KT Rolster,14.12,Zeri,Zyra,Tristana,Alistar,K'Sante,Ezreal,Viego,Azir,Braum,Skarner,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Blue,LCK 2024 Summer,Domestic
Senna,Kalista,Ezreal,Kai'Sa,Xayah,Corki,Ashe,Tristana,Lulu,Sejuani,2024-06-29,KT Rolster,14.12,Zeri,Viego,Azir,Rakan,Skarner,Jinx,Vi,Taliyah,Leona,Rumble,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Red,LCK 2024 Summer,Domestic
Senna,Ashe,Rumble,Vi,Viego,Corki,Kalista,Tristana,Sejuani,Xin Zhao,2024-06-29,KT Rolster,14.12,Zeri,Nidalee,Azir,Leona,Skarner,Ezreal,Lee Sin,Taliyah,Alistar,K'Sante,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2024 Summer,Domestic
Hwei,Senna,Skarner,Ezreal,Kai'Sa,Kalista,Ashe,Rumble,Lulu,Alistar,2024-06-26,DRX,14.12,Zeri,Diana,Tristana,Rakan,K'Sante,Jinx,Zyra,Corki,Leona,Malphite,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2024 Summer,Domestic
Hwei,Sejuani,Rumble,Corki,Zeri,Kalista,Ashe,Twisted Fate,K'Sante,Maokai,2024-06-26,DRX,14.12,Senna,Nidalee,Tristana,Nautilus,Gnar,Ezreal,Zyra,Azir,Leona,Skarner,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2024 Summer,Domestic
